,0. Disease,1. FullDate,2. Link,3. georss
1326,Equine encephalitis,20230322,https://www.ilgazzettino.it/italia/primopiano/listeria_ritirata_carne_manzo_rossato_brunello_coppiello_cavallo-7304027.html,45.76497 8.79533
1327,Equine encephalitis,20230322,https://www.ilmessaggero.it/alimentazione/listeria_ritirata_carne_manzo_rossato_brunello_coppiello_cavallo-7304022.html,45.76497 8.79533
1328,Equine encephalitis,20230322,https://www.leggo.it/alimentazione/news/listeria_carne_cavallo_manzo_avviso_ministero_oggi_22_3_2023-7304008.html,45.76497 8.79533
1329,Equine encephalitis,20230322,https://www.latribuna.hn/2023/03/22/mosquito-no-nativo-levanta-alarmas-en-florida-por-posibles-enfermedades/,38.62727 -90.19789
1330,Equine encephalitis,20230322,https://elnuevodiario.com.do/mosquito-no-nativo-levanta-alarmas-en-florida-por-posibles-enfermedades/,38.62727 -90.19789
1331,Equine encephalitis,20230322,https://hoy.com.do/culex-lactator-el-mosquito-que-levanta-alarmas-en-florida/,25.77427 -80.19366
1332,Equine encephalitis,20230322,https://www.radioradicale.it/scheda/693379/monitoraggio-ambientale-e-prevenzione-dei-rischi-da-allergie-ai-pollini,43.11220 12.38878
1333,Equine encephalitis,20230322,https://techcodex.com/new-mosquito-species-reported-in-florida/,27.63864 -80.39727
1334,Equine encephalitis,20230322,https://phys.org/news/2023-03-mosquito-species-florida.html,27.63864 -80.39727
1335,Equine encephalitis,20230322,https://samacharcentral.com/new-mosquito-species-reported-in-florida/,27.63864 -80.39727
1336,Equine encephalitis,20230322,https://www.eurekalert.org/news-releases/983543,28.07389 -82.43902
1337,Equine encephalitis,20230318,https://www.notiulti.com/controla-los-mosquitos-desmovilizando-sus-espermatozoides/,37.25022 -119.75126
1338,Equine encephalitis,20230317,https://www.secoloditalia.it/2023/03/allarme-listeria-in-alcuni-lotti-di-pollo-ritirati-ecco-quali-sono-i-marchi-e-i-codici-dei-prodotti-a-rischio/,45.43484 11.97465
1339,Equine encephalitis,20230317,https://www.breakinglatest.news/health/listeria-in-meat-which-should-not-be-eaten-the-ministrys-warning/,-28.00029 153.43088
1340,Equine encephalitis,20230317,https://www.newsby.it/salute_/listeria-ritirati-dal-mercato-diversi-lotti-di-carne-di-pollo-e-cavallo-ecco-quali/,45.43484 11.97465
1341,Equine encephalitis,20230317,https://www.ilfattoquotidiano.it/2023/03/17/allarme-listeria-il-ministero-della-salute-ritira-diversi-lotti-di-carne-di-pollo-e-cavallo-a-marchio-coppiello-giovanni-ecco-quali/7099849/,45.43484 11.97465
1342,Cryptosporidiosis,20230331,https://www.govinfosecurity.com/cryptohack-roundup-euler-finance-safemoon-bitkeep-a-21576,39.03385 125.75432
1343,Cryptosporidiosis,20230331,https://www.smh.com.au/business/companies/everyone-wants-to-make-ryan-reynolds-money-20230329-p5cwdw.html,50.50301 13.63617
1344,Cryptosporidiosis,20230331,https://www.watoday.com.au/business/companies/everyone-wants-to-make-ryan-reynolds-money-20230329-p5cwdw.html,50.50301 13.63617
1345,Cryptosporidiosis,20230331,https://www.theage.com.au/business/companies/everyone-wants-to-make-ryan-reynolds-money-20230329-p5cwdw.html,50.50301 13.63617
1346,Cryptosporidiosis,20230331,https://www.smh.com.au/business/companies/everyone-wants-to-make-ryan-reynolds-money-20230329-p5cwdw.html?ref=rss,50.50301 13.63617
1347,Cryptosporidiosis,20230331,https://www.brisbanetimes.com.au/business/companies/everyone-wants-to-make-ryan-reynolds-money-20230329-p5cwdw.html?ref=rss,50.50301 13.63617
1348,Cryptosporidiosis,20230331,https://www.coindesk.com/markets/2023/03/30/circles-usdc-remains-dominant-in-defi-as-pressure-eases-on-the-stablecoin/,47.41667 -105.59222
1349,Cryptosporidiosis,20230331,https://www.finanznachrichten.de/nachrichten-2023-03/58706503-somefuse-nft-tallinn-to-be-the-flagship-large-scale-web3-event-in-northern-and-eastern-europe-296.htm,59.43696 24.75353
1350,Cryptosporidiosis,20230331,https://www.streetinsider.com/Newsfile/NFT+Tallinn+to+Be+the+Flagship+Large-Scale+Web3+Event+in+Northern+and+Eastern+Europe/21445334.html,59.43696 24.75353
1351,Cryptosporidiosis,20230331,https://www.bankinfosecurity.com/cryptohack-roundup-euler-finance-safemoon-bitkeep-a-21576,39.03385 125.75432
1352,Cryptosporidiosis,20230331,https://www.globenewswire.com/news-release/2023/03/30/2638294/0/en/Purpose-Investments-Inc-Announces-Payouts-Relating-to-the-Termination-of-Purpose-Behavioural-Opportunities-Fund-Purpose-US-Dividend-Fund-and-Purpose-Crypto-Opportunities-ETF.html,35.91282 -100.38208
1353,Cryptosporidiosis,20230331,"https://www.streetinsider.com/Globe+Newswire/Purpose+Investments+Inc.+Announces+Payouts+Relating+to+the+Termination+of+Purpose+Behavioural+Opportunities+Fund,+Purpose+US+Dividend+Fund+and+Purpose+Crypto+Opportunities+ETF/21445306.html",35.91282 -100.38208
1354,Cryptosporidiosis,20230331,https://dailycaller.com/2023/03/30/sam-bankman-fried-not-guilty-added-charges-manhattan/,40.78343 -73.96625
1355,Cryptosporidiosis,20230331,https://www.businesstelegraph.co.uk/kraken-registers-in-canada-to-provider-greater-investor-protection-beincrypto/,45.41117 -75.69812
1356,Cryptosporidiosis,20230331,https://www.businesstelegraph.co.uk/most-crypto-sent-from-wallets-sponsoring-russia-in-ukraine-war-reaches-cexs-binance-research-shows/,50.50301 13.63617
1357,Cryptosporidiosis,20230331,https://www.jdsupra.com/legalnews/a-closer-look-at-the-proposed-uk-7135461/,51.50853 -0.12574
1358,Cryptosporidiosis,20230331,https://www.focustechnica.com/daily-crunch-ledger-locks-down-another-108m-to-double-down-on-hardware-crypto-wallets/,26.21667 50.58333
1359,Cryptosporidiosis,20230331,https://decrypt.co/124963/daos-judge-ruling-bzx-case-trouble,43.58626 -119.05410
1360,Cryptosporidiosis,20230331,https://www.benzinga.com/markets/cryptocurrency/23/03/31590365/crypto-founder-allegedly-uses-investor-funds-for-gambling-sec-charges-beaxy-and-executives,35.08758 -84.03463
1361,Cryptosporidiosis,20230330,https://www.journaldusenegal.com/5-best-crypto-bitcoin-casinos-in-canada-18/,45.41117 -75.69812
1362,Cryptosporidiosis,20230330,https://www.cdt.ch/news/svizzera/marti-archivia-linchiesta-sulla-vicenda-crypto-312709,47.19510 8.48581
1363,Cryptosporidiosis,20230330,https://generationsnouvelles.net/3-strategies-que-les-entreprises-de-cryptographie-peuvent-utiliser-pour-trouver-un-nouveau-partenaire-bancaire/,38.89511 -77.03637
1364,Cryptosporidiosis,20230330,https://www.darkreading.com/attacks-breaches/trojan-rigged-tor-browser-bundle-drops-malware,55.75222 37.61556
1365,Cryptosporidiosis,20230330,https://www.kitco.com/news/2023-03-30/Mike-Novogratz-Crypto-was-created-for-this-point-as-banking-crisis-de-dollarization-escalate.html,32.29490 -64.78303
1366,Cryptosporidiosis,20230330,https://www.jdsupra.com/legalnews/crypto-mining-not-going-anywhere-maybe-1896966/,40.71427 -74.00597
1367,Cryptosporidiosis,20230330,https://www.forbes.com/sites/mattnovak/2023/03/30/florida-principal-sent-elon-musk-impersonator-check-for-100000-with-schools-money-report/,28.75054 -82.50010
1368,Cryptosporidiosis,20230330,https://markets.businessinsider.com/news/stocks/mcb-stock-alert-will-metropolitan-bank-be-the-next-to-fail-1032204946,26.21667 50.58333
1369,Cryptosporidiosis,20230330,https://www.nouvelles-du-monde.com/sam-bankman-fried-le-fbi-a-du-mal-a-evaluer-lordinateur-portable/,40.78343 -73.96625
1370,Cryptosporidiosis,20230330,https://www.forbes.com/sites/digital-assets/2023/03/30/elizabeth-warren-is-building-an-anti-crypto-army-feeding-serious-us-bitcoin-ban-warnings/,41.23756 -80.81842
1371,Cryptosporidiosis,20230330,https://www.marketwatch.com/story/can-bitcoin-hold-gains-as-u-s-regulators-target-crypto-companies-8fa7a8da?mod=mw_latestnews,39.90750 116.39723
1372,Cryptosporidiosis,20230330,https://www.coindesk.com/podcasts/the-breakdown-with-nlw/the-restrict-act-isnt-about-banning-tiktok-its-about-expanding-government-powers/,46.91807 -104.00437
1373,SchmallenbergVirus,20230326,https://www.archyde.com/emergence-of-the-schmallenberg-virus-anses-takes-stock-handles/,51.15473 8.28505
1374,SchmallenbergVirus,20230324,https://www.landbouwleven.be/4485/article/2019-01-22/oorzaak-abortus-bij-schaap-opsporen-werpt-vruchten-af,-1.28333 36.81667
1375,SchmallenbergVirus,20230308,https://www.archyde.com/signing-of-the-esa-platform-framework-agreement-strengthening-epidemiological-surveillance-in-animal-health-handles/,48.85341 2.34880
1376,SchmallenbergVirus,20230302,https://www.moz.de/nachrichten/brandenburg/wunder-schaf-ein-leben-mit-sechs-beinen-_-wie-lamm-dolly-damit-zurechtkommt-69478681.html,51.56016 12.99617
1377,Saxitoxin Poisoning,20230328,https://www.researchsquare.com/article/rs-2645770/v1,45.41117 -75.69812
1378,Saxitoxin Poisoning,20230323,https://www.news-medical.net/news/20230322/Zoonotic-agent-Erysipelothrix-rhusiopathiae-caused-mass-mortality-of-harbor-porpoises.aspx,52.37403 4.88969
1379,Saxitoxin Poisoning,20230322,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0282794,71.29058 -156.78872
1380,Saxitoxin Poisoning,20230322,https://www.fresnobee.com/news/nation-world/world/article273442065.html#storylink=mainstage_card,22.27832 114.17469
1381,Saxitoxin Poisoning,20230322,https://www.newsweek.com/fish-wash-dead-beach-hong-kong-1789453,22.27832 114.17469
1382,Saxitoxin Poisoning,20230322,https://information.tv5monde.com/info/coquille-saint-jacques-l-or-blanc-du-bessin-se-porte-bien-492696,49.79771 1.26844
1383,Saxitoxin Poisoning,20230322,https://www.tellerreport.com/news/2023-03-22-scallop--the-white-gold-of-bessin-is-doing-well.BJQexNOxn.html,49.92160 1.07772
1384,Saxitoxin Poisoning,20230322,https://www.france24.com/fr/info-en-continu/20230322-coquille-saint-jacques-l-or-blanc-du-bessin-se-porte-bien,49.79771 1.26844
1385,Saxitoxin Poisoning,20230322,https://www.challenges.fr/economie/coquille-saint-jacques-l-or-blanc-du-bessin-se-porte-bien_849675?xtor=RSS-15,49.79771 1.26844
1386,Saxitoxin Poisoning,20230322,https://www.paris-normandie.fr/id398602/article/2023-03-22/lexceptionnelle-saison-de-la-peche-la-coquille-saint-jacques-en-baie-de-seine,49.79771 1.26844
1387,Saxitoxin Poisoning,20230322,https://marine-oceans.com/actualites/coquille-saint-jacques-lor-blanc-du-bessin-se-porte-bien/,48.85341 2.34880
1388,Saxitoxin Poisoning,20230322,https://www.linfodurable.fr/coquille-saint-jacques-lor-blanc-du-bessin-se-porte-bien-37511,49.79771 1.26844
1389,Saxitoxin Poisoning,20230320,https://wwwnc.cdc.gov/eid/article/29/4/22-1698_article,52.37403 4.88969
1390,Saxitoxin Poisoning,20230318,https://www.notiulti.com/publicacion-anticipada-muertes-de-marsopas-comunes-asociadas-con-erysipelothrix-rhusiopathiae-paises-bajos-2021-volumen-29-numero-4-abril-de-2023-revista-emerging-infectious-diseases/,52.37403 4.88969
1391,Saxitoxin Poisoning,20230318,https://www.nouvelles-du-monde.com/liberation-anticipee-deces-de-marsouins-communs-associes-a-erysipelothrix-rhusiopathiae-pays-bas-2021-volume-29-numero-4-avril-2023-revue-des-maladies-infectieuses-emergentes/,52.09083 5.12222
1392,Saxitoxin Poisoning,20230317,https://www.marketwatch.com/story/florida-braces-for-5-000-mile-wide-stinky-seaweed-blob-and-a-toxic-algae-bloom-fadeb072?mod=mw_latestnews,19.42847 -99.12766
1393,Saxitoxin Poisoning,20230317,https://whatsnew2day.com/red-tides-and-algal-blooms-facts-and-information/,19.42847 -99.12766
1394,Saxitoxin Poisoning,20230317,https://www.archyde.com/strange-tides-threaten-marine-life-and-humans-deadly-poison-reaches-land/,38.33450 -86.46415
1395,Saxitoxin Poisoning,20230315,https://www.researchsquare.com/article/rs-2265631/v1,-20.21361 -70.13869
1396,Saxitoxin Poisoning,20230313,https://www.greatyarmouthmercury.co.uk/news/23382754.dog-walkers-near-great-yarmouth-warned-toxic-shellfish/,37.25022 -119.75126
1397,Saxitoxin Poisoning,20230313,https://www.edp24.co.uk/news/23382754.dog-walkers-near-great-yarmouth-warned-toxic-shellfish/,37.25022 -119.75126
1398,Saxitoxin Poisoning,20230311,https://dergipark.org.tr/en/pub/okufbed/issue/76097/1103346,38.41538 38.77092
1399,Saxitoxin Poisoning,20230310,https://news.mongabay.com/2023/03/indigenous-funding-model-is-a-win-win-for-ecosystems-and-local-economies-in-canada/,45.41117 -75.69812
1400,Saxitoxin Poisoning,20230309,https://www.smithsonianmag.com/smart-news/toxic-red-tide-is-back-in-florida-heres-what-to-know-180981756/,27.33643 -82.53065
1401,Saxitoxin Poisoning,20230308,https://lifestyle.sapo.pt/saude/peso-e-nutricao/artigos/ostras-e-marisco-as-iguarias-que-podem-provocar-amnesia-e-ate-matar,45.41117 -75.69812
1402,Saxitoxin Poisoning,20230308,https://www.archyde.com/presence-of-cyanobacteria-in-fresh-water-anses-makes-proposals-for-harmonizing-monitoring-and-control-handles/,48.85341 2.34880
1403,Saxitoxin Poisoning,20230307,https://www.iflscience.com/-red-tide-of-toxic-organisms-storms-florida-67849,28.75054 -82.50010
1404,Saxitoxin Poisoning,20230307,https://informante.web.na/?p=247023,-22.95750 14.50528
1405,Saxitoxin Poisoning,20230306,https://www.cbsnews.com/miami/news/red-tide-florida-fish-kills-human-health-heres-what-to-know/,30.15946 -85.65983
1406,Saxitoxin Poisoning,20230306,https://www.npr.org/2023/03/06/1161339697/what-to-know-red-tide-florida-beaches-algae,27.33643 -82.53065
1407,Saxitoxin Poisoning,20230306,https://www.cbsnews.com/news/red-tide-florida-fish-kills-human-health-heres-what-to-know/,46.91807 -104.00437
1408,Saxitoxin Poisoning,20230303,https://noticiasambientales.com/medio-ambiente/uruguay-hay-cianobacterias-potencialmente-toxicas-desde-salto-hasta-el-este/,-34.00023 -58.28402
1409,Saxitoxin Poisoning,20230302,https://www.mdpi.com/2072-6651/15/3/189,38.89511 -77.03637
1410,Saxitoxin Poisoning,20230301,https://eu.heraldtribune.com/story/news/state/2023/03/01/red-tide-florida-map-locations-health-fish-kills-causes-symptoms-avoid-shellfish/69953577007/,26.62168 -81.84059
1411,Saxitoxin Poisoning,20230301,https://www.mdpi.com/1424-8220/23/5/2687,44.60795 33.52134
1412,Escherichia coli Infection,20230331,https://finance.sina.com.cn/tech/csj/2023-03-31/doc-imyntkxr0197569.shtml,31.04704 113.14098
1413,Escherichia coli Infection,20230331,https://biomaterialsres.biomedcentral.com/articles/10.1186/s40824-023-00362-1,39.90750 116.39723
1414,Escherichia coli Infection,20230331,https://imazpress.com/france-monde/pizzas-contaminees-nestle-ferme-l-usine-buitoni-de-caudry-un-gachis-pour-les-salaries,50.12490 3.41186
1415,Escherichia coli Infection,20230331,https://www.researchsquare.com/article/rs-2752509/v1,53.79391 -1.75206
1416,Escherichia coli Infection,20230331,https://health.qingdaonews.com/content/2023-03/31/content_23426358.htm,38.89511 -77.03637
1417,Escherichia coli Infection,20230331,https://www.nature.com/articles/s41594-023-00958-0,50.40808 -4.83373
1418,Escherichia coli Infection,20230331,https://www.landbouwleven.be/3250/article/2018-06-24/zo-houdt-intensieve-melkveehouder-rob-zijn-koeien-gezond,52.37403 4.88969
1419,Escherichia coli Infection,20230331,https://www.foodpoisonjournal.com/food-poisoning-information/cdc-reports-salmonella-infantis-outbreak-lined-to-flour/,38.62753 -92.56658
1420,Escherichia coli Infection,20230330,https://whatsnew2day.com/woolworths-milk-product-recall/,-30.00000 135.00000
1421,Escherichia coli Infection,20230330,https://www.notulaebotanicae.ro/index.php/nbha/article/view/12635,39.91987 32.85427
1422,Escherichia coli Infection,20230330,https://www.notulaebotanicae.ro/index.php/nbha/article/view/13077,44.47867 11.63812
1423,Escherichia coli Infection,20230330,https://www.charentelibre.fr/france/social/pizzas-buitoni-contaminees-l-usine-mise-en-cause-ferme-definitivement-14625299.php,48.85341 2.34880
1424,Escherichia coli Infection,20230330,https://wradio.com.mx/programa/2023/03/30/martha_debayle/1680202045_688675.html,41.39593 -72.89677
1425,Escherichia coli Infection,20230330,https://listindiario.com/las-mundiales/2023/03/30/769375/nestle-cierra-la-fabrica-de-pizzas-en-francia-que-causo-dos-muertos-por-contaminacion,48.85341 2.34880
1426,Escherichia coli Infection,20230330,https://www.blick.ch/wirtschaft/nach-bakterien-problemen-nestle-schliesst-franzoesische-pizzafabrik-id18446843.html,48.85341 2.34880
1427,Escherichia coli Infection,20230330,https://www.researchsquare.com/article/rs-2746807/v1,25.47047 119.10348
1428,Escherichia coli Infection,20230330,https://whatsnew2day.com/researchers-solve-the-cell-structure-responsible-for-travelers-diarrhea/,42.35843 -71.05977
1429,Escherichia coli Infection,20230330,https://www.just-food.com/news/nestle-to-close-france-frozen-pizza-factory-after-e-coli-outbreak/,50.12490 3.41186
1430,Escherichia coli Infection,20230330,https://www.diariovasco.com/internacional/europa/nestle-cierra-fabrica-buitoni-tras-muerte-dos-20230330193309-nt.html,50.12490 3.41186
1431,Escherichia coli Infection,20230330,https://link.springer.com/article/10.1007/s00003-023-01434-z,9.02497 38.74689
1432,Escherichia coli Infection,20230330,https://www.researchsquare.com/article/rs-2658570/v1,46.01301 -91.48462
1433,Escherichia coli Infection,20230330,https://gestion.pe/economia/empresas/nestle-cierra-fabrica-de-pizzas-que-causo-muerte-de-dos-ninos-por-contaminacion-buitoni-noticia/,48.85341 2.34880
1434,Escherichia coli Infection,20230330,https://yle.fi/a/74-20025137?origin=rss,9.92849 8.89212
1435,Escherichia coli Infection,20230330,https://www.liberation.fr/economie/social/a-lusine-buitoni-de-caudry-les-salaries-victimes-collaterales-dune-fermeture-annoncee-20230330_ENCIF3JNHFHO7GBNFY2WEXZYSY/,48.85341 2.34880
1436,Escherichia coli Infection,20230330,https://www.kosova-sot.info/lajme/669744/pas-baktereve-te-gjetura-ne-pica-mbyllet-fabrika/,48.85341 2.34880
1437,Escherichia coli Infection,20230330,https://www.163.com/dy/article/I13BLKAE05118405.html?clickfrom=w_jk,47.85306 128.83565
1438,Escherichia coli Infection,20230330,https://www.kibrispostasi.com/c37-DUNYA/n465964-fransada-nestle-pizzalarinda-bakteri-cikan-buitoni-markasinin-fabrikasini-kapatti,48.85341 2.34880
1439,Escherichia coli Infection,20230330,https://www.the-scientist.com/news-opinion/new-synthetic-e-coli-is-immune-to-bacteriophage-infection-71046,51.50853 -0.12574
1440,Escherichia coli Infection,20230330,https://www.finanznachrichten.de/nachrichten-2023-03/58703851-pherecydes-pharma-announces-its-2022-annual-financial-results-and-specifies-its-development-plan-for-2023-004.htm,48.85341 2.34880
1441,Escherichia coli Infection,20230330,https://www.streetinsider.com/Business+Wire/Pherecydes+Pharma+Announces+Its+2022+Annual+Financial+Results+and+Specifies+Its+Development+Plan+For+2023/21441769.html,38.89511 -77.03637
1442,Escherichia coli Infection,20230330,https://www.arabnews.fr/node/363931/france,48.85341 2.34880
1443,Escherichia coli Infection,20230330,https://whatsnew2day.com/these-are-the-10-shopping-items-most-likely-to-make-you-sick/,50.50301 13.63617
1444,Escherichia coli Infection,20230330,https://noticierouniversal.com/internacional/nestle-cierra-una-fabrica-en-francia-tras-escandalo-de-pizzas-contaminadas/,50.12490 3.41186
1445,Escherichia coli Infection,20230330,https://www.researchsquare.com/article/rs-2745008/v1,35.69439 51.42151
1446,Escherichia coli Infection,20230330,https://www.dailymail.co.uk/health/article-11920011/These-10-shopping-items-likely-make-sick.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,50.50301 13.63617
1447,Escherichia coli Infection,20230330,https://pointsdevente.fr/fil-info/2023-03-30-pizzas-buitoni-contaminees-nestle-ferme-lusine-de-caudry/,48.85341 2.34880
1448,Escherichia coli Infection,20230330,https://www.courrier-picard.fr/id401162/article/2023-03-30/pizzas-contaminees-nestle-ferme-lusine-buitoni-de-caudry-un-gachis-pour-les,50.12490 3.41186
1449,STD,20230331,https://www.archyde.com/ahf-thailand-supports-strategies-for-preventing-sexually-transmitted-diseases-in-the-bangkok-area/,13.75398 100.50144
1450,STD,20230331,https://www.cidrap.umn.edu/mpox/us-tops-1-million-mpox-vaccine-doses-given-coverage-lags-risk-groups,40.71427 -74.00597
1451,STD,20230331,https://www.consalud.es/profesionales/inoperancia-politica-prevision-indolencia-matronas-espana_128309_102.html,44.43225 26.10626
1452,STD,20230330,https://www.notulaebotanicae.ro/index.php/nbha/article/view/13053,21.49012 39.18624
1453,STD,20230330,https://www.upi.com/Top_News/US/2023/03/30/Obama-Affordable-Care-Act-diabetes-mental-health/9981680202554/,31.25044 -99.25061
1454,STD,20230330,https://www.upi.com/Top_News/US/2023/03/30/Obama-Affordable-Care-Act-diabetes-mental-health/9981680202554/,31.25044 -99.25061
1455,STD,20230330,https://www.theepochtimes.com/north-carolina-college-to-revise-policies-after-drag-queen-lap-dances-on-teenage-girl_5160564.html,18.38078 -65.95739
1456,STD,20230330,https://cnnespanol.cnn.com/2023/03/30/juez-federal-texas-aseguradoras-ya-no-tienen-prestar-gratuitamente-algunos-servicios-atencion-preventiva-pruebas-deteccion-cancer-corazon-trax/,42.45778 -98.64759
1457,STD,20230330,https://cnnespanol.cnn.com/2023/03/30/juez-federal-texas-aseguradoras-ya-no-tienen-prestar-gratuitamente-algunos-servicios-atencion-preventiva-pruebas-deteccion-cancer-corazon-trax/,42.45778 -98.64759
1458,STD,20230330,https://www.washingtontimes.com/news/2023/mar/30/federal-judge-texas-blocks-obamacare-preventive-ca/,32.72541 -97.32085
1459,STD,20230330,https://adevarul.ro/stiri-interne/educatie/alexandru-rafila-educatia-pentru-sanatate-in-2254604.html,44.43225 26.10626
1460,STD,20230330,https://medicalxpress.com/news/2023-03-sti-hiv-screening-decreased-positive.html,42.35843 -71.05977
1461,STD,20230330,https://inews.co.uk/news/olivia-pratt-korbel-trial-liverpool-no-grass-culture-jail-thomas-cashman-2237839,53.41058 -2.97794
1462,STD,20230330,https://www.statnews.com/2023/03/30/aca-birth-control-prep/,31.25044 -99.25061
1463,STD,20230330,http://digitalesiciliana.com/2023/03/30/dati-statistici-globali-del-mercato-cipolla-disidratata-struttura-dei-costi-analisi-della-domanda-e-dellofferta-entro-il-2029/,34.48121 -87.29335
1464,STD,20230330,https://www.middleeasteye.net/news/organiser-in-pure-disgust-for-inviting-man-accused-sexual-assualt-lead-times-square-prayer,40.71427 -74.00597
1465,STD,20230330,https://www.mitomorrow.it/cambiamilano/tempio-del-futuro-perduto-2/,45.46427 9.18951
1466,STD,20230330,https://milano.repubblica.it/cronaca/2023/03/30/news/tempio_futuro_perduto_diventa_legale_dopo_occupazione-394263666/,45.46427 9.18951
1467,STD,20230330,https://www.canarias7.es/sociedad/educacion/harimaguada-pide-politicas-integrales-materia-educacion-afectivo-20230330150455-nt.html,28.46824 -16.25462
1468,STD,20230330,https://eu.cincinnati.com/story/news/politics/2023/03/30/kentucky-senate-bill-150-is-law-what-happens-next/70056383007/,38.20042 -84.87762
1469,STD,20230330,https://www.immedicohospitalario.es/noticia/38201/expertos-aconsejan-facilitar-la-prep-y-flexibilizar-el-seguimiento-del.html,41.45004 2.24741
1470,STD,20230330,https://www.notiulti.com/celebrando-el-festival-del-pene-sagrado-en-japon/,33.68407 133.84369
1471,STD,20230330,https://www.ilgiorno.it/milano/cronaca/tempio-futuro-perduto-c3zd9231,52.52437 13.41053
1472,STD,20230330,https://eu.courier-journal.com/story/news/politics/2023/03/30/kentucky-senate-bill-150-is-law-what-happens-next/70056383007/,38.20042 -84.87762
1473,STD,20230330,https://milano.repubblica.it/cronaca/2023/03/30/news/tempio_futuro_perduto_diventa_legale_dopo_occupazione-394263666/,45.46427 9.18951
1474,STD,20230330,https://www.consalud.es/pacientes/gesida-recomienda-facilitar-prep-cualquier-persona-beneficiarse_128288_102.html,41.45004 2.24741
1475,STD,20230330,https://www.diariosigloxxi.com/texto-ep/mostrar/20230330130716/gesida-propone-aplicar-profilaxis-pre-exposicion-frente-vih-tambien-personas-diagnosticadas-hepatitis-c,39.03454 1.56527
1476,STD,20230330,https://odia.ig.com.br/niteroi/2023/03/6603374-prefeitura-movel-continua-atuando-no-fonseca.html,-22.88333 -43.10361
1477,STD,20230330,https://www.infosalus.com/asistencia/noticia-gesida-propone-aplicar-profilaxis-pre-exposicion-frente-vih-tambien-personas-diagnosticadas-hepatitis-20230330130716.html,39.03454 1.56527
1478,STD,20230330,https://www.kn-online.de/schleswig-holstein/sexuell-uebertragbare-krankheiten-so-helfen-zwei-expertinnen-aus-kiel-TMMDN2AYCJHRJBXFME5JOLJLTM.html,54.32133 10.13489
1479,STD,20230330,https://elpais.com/autor/estefania-molina-morales/,42.60003 -5.57032
1480,STD,20230330,https://www.esr.cri.nz/our-people/our-science-team/callum-thirkell/,-41.28664 174.77557
1481,STD,20230330,https://www.esr.cri.nz/our-research/nga-kete/infectious-disease-intelligence/notifiable-diseases/,-41.28664 174.77557
1482,STD,20230330,https://www.elbalad.news/5709424,22.50000 57.33333
1483,STD,20230330,https://www.losandes.com.ar/sociedad/mendoza-ya-usa-en-60-pacientes-la-pildora-de-prevencion-del-vih/,-32.89084 -68.82717
1484,STD,20230330,https://altibbi.com/%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA-%D8%B7%D8%A8%D9%8A%D8%A9/%D8%B5%D8%AD%D8%A9-%D8%B9%D8%A7%D9%85%D8%A9/%D8%B9%D9%84%D8%A7%D8%AC-%D8%A7%D9%84%D8%AD%D9%83%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%B3%D8%A9-7679,22.50000 57.33333
1485,STD,20230330,https://altibbi.com/%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA-%D8%B7%D8%A8%D9%8A%D8%A9/%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9/%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B7%D9%82-%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%B3%D8%A9-8226,32.76272 21.75506
1486,Enterobiasis,20230328,https://www.inform.kz/ru/rost-zabolevaemosti-orvi-i-grippom-otmechayut-v-kostanayskoy-oblasti_a4050608,16.86968 99.12898
1487,Enterobiasis,20230328,http://86.rospotrebnadzor.ru/territorialnye-otdely/lg/o-sanitarno-epidemiologicheskoj-obstanovke-v-gorodah-langepas-i-pokachi-na-12-nedele-2023-goda,61.25439 75.21240
1488,Enterobiasis,20230327,https://lasillarota.com/hidalgo/estado/2023/3/27/con-la-primavera-proliferan-enfermedades-estomacales-estas-son-las-mas-comunes-en-hidalgo-421253.html,27.78994 -99.87699
1489,Enterobiasis,20230320,https://www.semana.com/salud/articulo/infeccion-por-parasitos-intestinales-estos-son-los-sintomas-y-causas/202343/,38.89511 -77.03637
1490,Enterobiasis,20230316,https://www.lrt.lt/naujienos/sveikata/682/1939569/atsako-gydytojas-askarides-spalines-ir-kiti-parazitai-kokie-pozymiai-isduoda-kad-galite-ju-tureti,9.92849 8.89212
1491,Enterobiasis,20230312,https://ufatime.ru/news/2020/07/08/stalo-izvestno-kak-zhiteli-bashkirii-chashe-vsego-podhvatyvayut-opasnyh-glistov/,16.86968 99.12898
1492,Enterobiasis,20230307,http://86.rospotrebnadzor.ru/territorialnye-otdely/lg/o-sanitarno-epidemiologicheskoj-obstanovke-v-gorodah-langepas-i-pokachi-na-09-nedele-2023-goda,61.25439 75.21240
